floor,collapse_risk_score,column_fck,beam_fck,slab_fck,Y8_fyk,Y10_fyk,Y12_fyk,Y16_fyk,Y20_fyk,bearing_capacity,location,building_type,foundation_type,supervision
2,3,27.412134645081935,23.049099386475888,26.73486230189142,0.0,0.0,408.3815895303941,0.0,409.9709077726431,202.35561328707257,Lagos,School,Raft,Yes
5,2,26.983022623671292,26.678656208255177,27.404523343778255,253.28912769122792,260.58219183288594,409.3208283925648,407.8650627626681,407.73765515542766,193.60545110941706,Abuja,School,Strip,No
2,2,25.469210491223187,25.458392480699377,23.631996440979915,0.0,0.0,409.5404464496027,0.0,0.0,153.11421050684095,Abuja,Residential,Pad,No
4,2,27.56085772053289,21.147100762150902,27.809670134915095,239.74652976634326,0.0,0.0,407.6211311948504,404.0951222225315,153.735975753302,Abuja,Residential,Pad,Yes
1,1,24.06707991040118,22.92217154422625,25.079799537665515,0.0,0.0,407.5575891064178,415.7773659486147,415.4827151318378,201.60600827271782,Akwa Ibom,Commercial,Strip,Yes
4,3,27.306903963288264,27.21042845291931,26.37658684258386,0.0,263.42071421292053,416.1200700130181,413.3805212953829,406.74608948007125,125.65115803520364,Lagos,Commercial,Pad,Yes
2,1,21.923992158873286,21.19290039089814,18.057063380579734,0.0,250.8991158914036,409.69136760330167,451.74195402496355,0.0,144.05387670694782,Plateau,Commercial,Pad,Yes
1,2,22.09472932663331,23.108542922907098,23.838692508094038,257.4935559147122,250.39224845942732,0.0,409.27421578382575,408.9618539653919,207.0623686747508,Abuja,Commercial,Pad,No
4,3,23.09726944245925,27.33761579491662,27.160623290011067,247.4691545800031,243.55630974207924,0.0,408.0867478813031,0.0,118.46028310617208,Lagos,Residential,Pad,Yes
2,2,22.144260219355292,22.6073893423135,22.53787664169325,0.0,252.07831856251244,0.0,0.0,0.0,192.62880788471372,Abuja,Residential,Wide Strip,Yes
5,2,31.197519730849034,19.096405797652565,22.59037994319381,0.0,213.69406278884483,365.5767638329425,0.0,327.5267366797999,245.56375812701936,Abuja,Commercial,Pad,Yes
1,2,21.809070050645605,21.18367806241243,21.305123777273757,240.05658508713628,261.4606009010999,406.34200514570745,0.0,0.0,246.03481109913002,Abuja,Church,Pad,Yes
2,2,22.852728101049273,22.880833387347536,22.872028759495787,241.9531329710432,242.8723391751054,0.0,410.305567922757,418.2466807111612,206.67511644170352,Abuja,Commercial,Pad,Yes
2,1,25.187420855071796,27.584397410564588,25.694582860581892,243.77305643842956,250.45994492532492,408.89600023293286,404.6367004734403,0.0,205.1431125867806,Plateau,Commercial,Pad,Yes
2,2,26.348194065905886,23.270309078459594,26.41546136981722,0.0,250.7175765207567,417.9590140262084,0.0,400.7742245352037,179.9324332136484,Abuja,Residential,Pad,Yes
1,2,30.86471758089879,25.35360276556518,19.58580586947352,0.0,203.61121368656106,374.03638827689764,0.0,0.0,151.67876187235836,Abuja,Commercial,Strip,No
2,2,15.94445653040327,7.784554916883238,25.476643523964576,43.16265822765756,245.8947845841191,380.9762773511705,368.3974431138304,0.0,154.26919283282422,Abuja,Residential,Pad,Yes
1,3,27.594861009056245,28.326918404892712,22.143775040282048,233.59558106496473,0.0,406.7640601365429,416.2614409408412,396.43911190160463,177.43527420545635,Lagos,Commercial,Strip,No
1,2,25.217264629377553,23.298952243226537,27.80887008932109,251.69493744217573,0.0,410.1670204700194,0.0,0.0,229.36313907349503,Abuja,Commercial,Pad,Yes
1,1,27.472272870302863,22.72848868280111,27.25836062306386,314.3771501812038,244.84160665225687,0.0,411.92256796317974,488.92351196482383,177.8957375936288,Kwara,Residential,Strip,No
3,2,30.900188522475283,18.64975266940725,28.94327877766333,72.00142671723157,0.0,0.0,359.00020479214425,276.1303756499965,151.21005325249646,Abuja,Residential,Pad,Yes
1,1,27.50175725952884,22.95216481263368,27.408734785728456,81.91010145747356,480.1039188851173,366.11772792477115,363.4746392155309,360.1358396484084,181.97653188254301,Kwara,Residential,Pad,No
4,1,26.67719903615423,22.074433385448074,21.771904329241412,95.53819582518344,244.47466391071893,386.7575398348105,374.87850029271334,280.31218606761655,186.8498789178048,Plateau,Commercial,Raft,Yes
2,2,22.997727269482613,22.82332627100179,22.46957763464056,0.0,249.94391924382438,411.51693993437283,0.0,411.90559629664597,153.74682495579742,Abuja,Residential,Pad,Yes
2,2,27.835601876854614,23.810997680358216,28.0136000296936,252.43382204225946,249.13424543834583,0.0,0.0,417.69042327390395,195.1230827778752,Abuja,Commercial,Pad,Yes
2,3,27.26999834760206,22.3689737415857,26.955617899847823,268.12833248558684,265.8654684514162,415.20237674311437,0.0,409.72587251945595,167.935746471853,Lagos,Commercial,Raft,Yes
2,2,30.859201857011094,19.389086381891524,27.095833234643194,50.02223356526449,0.0,0.0,489.53426038056756,0.0,249.41340865563384,Abuja,Residential,Pad,Unknown
2,1,27.205325770492962,22.370333430540484,27.602402739571847,232.8186470032701,0.0,0.0,409.4754549913375,408.57443450372716,186.84912039825156,Akwa Ibom,Residential,Pad,Yes
2,1,25.40464812172008,22.254402926035315,23.83267792556485,0.0,238.12198289065878,0.0,360.1258341578561,435.68039911969015,217.6821918280113,Kwara,Residential,Pad,Unknown
2,1,30.059433338867713,20.096199495008698,27.006833633483716,88.86893971388261,202.43368418084728,0.0,0.0,340.34937442408676,175.07198583873787,Akwa Ibom,Commercial,Pad,No
1,2,26.19582624714732,22.72786521853628,26.102485153269235,248.64043287985538,248.41786017936073,0.0,413.05480799529414,413.79899024282497,215.52122716872012,Abuja,Residential,Pad,No
2,1,11.791312277833292,21.06883350843813,25.494737736237134,66.74364715411085,-2.4616398942374413,392.6126916126726,366.9559990660051,309.53418697425604,191.63301087448548,Akwa Ibom,School,Pad,No
2,2,29.336584017624784,24.907735549184494,41.87603821389779,84.55712080289142,0.0,395.7602491998083,0.0,320.21636648502573,249.37656934008356,Abuja,Residential,Pad,Unknown
1,2,26.711398262920973,24.401216963164007,27.267527645183524,76.76827047093855,0.0,370.9342373467662,351.0722411758629,357.43991785594056,147.00086449744714,Abuja,Commercial,Strip,No
2,2,28.693351425525933,7.760731511408747,27.17780851124121,60.94291361055927,216.3789988998232,0.0,372.90847685462535,353.6265534500539,200.15996301028446,Abuja,Residential,Pad,No
1,2,25.376889029194597,20.780579389170256,25.08885733290001,8.906146146598006,193.61995873600284,394.65524619958774,365.700313019668,387.86093534152377,237.86475964845607,Abuja,Residential,Pad,Yes
1,3,22.97455978004297,16.94032759366179,19.89018868634224,0.0,0.0,363.64810266615484,0.0,0.0,223.82555810494833,Lagos,School,Strip,Unknown
1,3,25.595685055539448,23.297530222899617,22.656520212633563,240.5440268059373,251.22731404977588,412.9145590882663,408.7587916616465,427.86921534418036,209.84367871242713,Lagos,Residential,Strip,No
1,2,31.169832834310974,11.849862762583895,21.704126523681357,0.0,203.21943919770388,384.27201300351805,0.0,478.241615459384,162.52257315436333,Abuja,Church,Pad,Yes
1,1,26.880904378574325,22.361937790016714,24.349288321487744,0.0,247.72285473387714,405.7196787355383,410.9014602211647,404.4869335039941,190.12896541520217,Akwa Ibom,School,Pad,Yes
2,1,23.20733468922988,7.311399314989229,24.03675774409542,76.23245138257853,0.0,427.61134408752775,562.814174380555,349.33540230388957,151.7656639580978,Benue,Residential,Pad,No
1,1,26.802994398867604,26.118629106206722,27.875870147540443,0.0,248.37328806519827,406.5393044353784,404.3271642587327,0.0,232.8085455698167,Plateau,Church,Pad,Yes
4,2,27.220231490352493,27.079262174101846,27.4024049906055,0.0,248.46477658842875,409.9649070279003,406.4129737389898,0.0,246.04272295853815,Abuja,School,Pad,Yes
1,2,26.706543509878994,24.704459499035988,21.893391566756122,256.45188958098777,252.04322403518773,411.3873754522587,0.0,415.3665766477963,150.5674137827557,Abuja,School,Strip,Yes
1,2,21.89858726840905,25.00423531843835,25.689925305459486,0.0,254.8325632380504,402.3033673285583,405.2420467140973,399.0405571692465,249.50657698491293,Abuja,Residential,Pad,Yes
1,2,22.039422849937992,21.43243697544674,22.34239390371427,247.76294441426788,0.0,414.2088865337446,413.40588180478466,420.68543031048176,150.60668798051842,Abuja,Residential,Strip,Yes
3,1,25.20571090020607,19.664668056596472,19.2950098638208,0.0,244.2506409147007,369.6058785965944,0.0,0.0,204.8999012502687,Plateau,School,Pad,Yes
2,2,27.29514723695742,24.64749837200656,24.090932531684064,0.0,250.0497115622568,0.0,410.8343664961605,0.0,211.48484545238384,Abuja,School,Pad,Yes
2,2,28.41575136409155,25.271131752002713,25.590502648148675,246.5940332634649,265.532763600261,0.0,414.93161845546564,415.05591922661716,204.21485117350898,Abuja,Residential,Pad,No
4,2,23.571669795458792,22.506651356428403,22.04791685096136,234.66243664738394,0.0,407.3397168475786,410.5745167241219,406.8156068609333,213.4107843875752,Abuja,Residential,Pad,Yes
2,1,27.38184984478728,22.90041271809469,25.83924137690173,255.0577606498835,0.0,410.272267668547,413.51184676121767,0.0,247.43077973767643,Kwara,Residential,Pad,Yes
1,1,27.564621683890458,22.834628494523415,27.913540711957296,240.7626496921685,250.74957964090171,406.6593683204198,0.0,0.0,165.05497453145935,Benue,Residential,Pad,Yes
2,2,29.997943499422465,22.89081675765595,22.10882114685169,48.19437112618151,0.0,372.77858127738244,0.0,376.0968648195569,207.71620773004284,Abuja,Residential,Pad,Unknown
1,2,28.676626862037008,7.8041204205064405,22.186760070127047,0.0,0.0,379.615964831875,384.2985955099062,328.53116923581354,167.42078383669872,Abuja,Residential,Pad,Unknown
1,2,25.590003661165447,23.050223087041168,27.104085192279985,253.07172337843843,248.1899782952913,539.1887385317061,412.41780689384797,418.27314488814267,216.21772609365175,Abuja,Residential,Strip,Yes
2,2,27.14620051911217,25.33998771891442,26.129032789649578,232.93549086508142,0.0,409.0698769076585,403.2651897641027,399.46919808831797,180.96107527488311,Abuja,Residential,Pad,Yes
1,2,25.060056046407897,11.1028925151606,17.31138246621234,72.00388223894807,242.0985470973261,0.0,0.0,0.0,189.27205681738985,Abuja,Commercial,Strip,Unknown
1,2,26.233986247299246,21.863035103216372,15.790610677954643,14.706057121378183,226.44069444255584,360.69236141605353,352.4667093358846,0.0,203.04473815027367,Abuja,Commercial,Strip,No
2,1,30.834822938371076,22.24252728232767,29.60833306774452,77.47193716844365,120.13523734591112,385.13329032291347,378.0149198683438,332.5614223689508,168.5212906377752,Benue,Residential,Pad,Unknown
2,2,27.383389045964584,22.88970115041518,23.925634680685622,242.36952151906715,258.74138900839193,409.31270242610503,404.5753460998753,0.0,157.02303983107396,Abuja,Commercial,Pad,Yes
2,2,27.644056601114503,24.32273574400656,22.76956820621604,248.4242837310011,0.0,0.0,0.0,408.34074565658744,156.91591855489514,Abuja,Commercial,Raft,Yes
2,3,26.80648099302124,22.70870647756282,27.232039963113255,239.890957518185,243.812518657065,0.0,416.17481986262425,401.7174838676706,189.5382161286778,Lagos,Commercial,Pad,Yes
2,3,27.47887043522903,23.330125951007222,26.929130551196053,0.0,234.56619706139193,0.0,0.0,0.0,124.49221471974681,Lagos,Church,Strip,Yes
2,3,27.913611035334196,24.441563687084695,24.65907884198341,4.671659777214758,230.167091292857,391.4970107090494,0.0,0.0,225.44557470529563,Lagos,Church,Strip,Yes
5,2,27.817247196183878,8.471757802369423,26.912559466126037,0.0,244.43317169337396,361.897188101407,0.0,0.0,187.11069150596245,Abuja,Commercial,Pad,Yes
2,2,26.466490286901344,7.67274820819438,28.649837582759965,80.19737633772965,0.0,384.2134484199564,361.6021139193194,0.0,201.13998591586343,Abuja,Residential,Pad,Unknown
2,2,29.041511916142138,23.302004931580704,24.08401674583389,81.97779099527365,-1.8146574331255585,379.08887599439174,369.89333829958935,335.2046125869839,165.40297739552318,Abuja,Commercial,Raft,Unknown
1,2,27.14779249770336,24.10827767854396,11.760668741431063,0.0,251.59075412684217,444.85369356093435,0.0,0.0,183.8630106447409,Abuja,Commercial,Pad,Yes
2,1,27.17266995678106,22.336078180411167,23.735112668857056,253.29106814980955,249.15884620663826,401.9957611503336,412.9806022248573,408.9093018738372,153.50549691429097,Kwara,School,Raft,No
1,2,31.000387617160264,32.476330675445006,25.343399204761422,36.7995563321423,-16.932583522090443,388.0740848791442,377.9077616253316,0.0,214.44552483008513,Abuja,Residential,Pad,No
2,2,24.973552986963554,21.063696049035066,28.31127269373596,12.709182350736873,0.0,358.8697730770315,0.0,301.6867614420977,216.34293584464606,Abuja,Commercial,Pad,No
2,2,28.05737242213706,24.686793662808302,25.17958462621225,0.0,189.65423157900418,0.0,0.0,325.06322923658354,150.55795736218002,Abuja,School,Pad,Yes
1,2,27.4559935986985,23.071161892584676,23.887558298857297,236.53104503497096,252.0366938908522,0.0,416.65492120641164,0.0,253.1647777768283,Abuja,Residential,Pad,Yes
2,2,22.165146047560135,20.29459296047994,21.8197313851587,257.8394656354729,254.33578582707955,412.68135524254177,0.0,0.0,191.8320037164701,Abuja,School,Pad,No
5,2,30.758512553464094,8.109930187166114,15.754604353464904,0.0,0.0,367.0660284573659,357.2247082332734,361.0455956697179,249.6869614118022,Abuja,School,Strip,Unknown
3,2,27.88304950757086,26.829266806512514,26.265075776357815,260.23995008344735,249.31565547092708,0.0,408.24784554619475,411.69125362178823,147.40218452999875,Abuja,Commercial,Raft,Yes
2,1,28.110518043645722,21.782551120327174,22.573014417952173,0.0,256.4209283267635,412.06335585299917,407.4411634737458,0.0,183.84426563411643,Akwa Ibom,Commercial,Pad,No
2,1,26.722378162249747,24.21963796288878,31.18837676506306,20.582955121818415,9.90956433373513,359.9485454264203,0.0,0.0,176.5238106744303,Kwara,School,Pad,No
2,1,28.89865683214659,9.230562183061071,25.844028102137603,27.953904074185587,234.8288199418004,0.0,0.0,0.0,235.13070338952394,Benue,Residential,Pad,Unknown
2,2,22.735333319329218,24.432246260894765,23.358672759601074,269.6084108591971,236.66964210010903,407.67178804455256,407.4032189692927,0.0,247.36864867263125,Abuja,Residential,Pad,Yes
1,2,21.83610663011546,19.671498730518838,18.15963090796124,0.0,0.0,0.0,410.77266305384563,411.1856444915211,166.46488278234483,Abuja,Residential,Pad,Yes
1,1,25.989873035950307,10.010288963534451,26.412858355488854,56.01444562829755,185.3292821286991,379.630471046457,388.64617967100486,0.0,164.04438951804002,Kwara,Commercial,Strip,No
2,2,26.739588967516458,22.848086764309603,24.833278945207002,0.0,250.91279643558732,409.0663839454583,410.0557276641571,413.93326857129364,163.91525607266922,Abuja,Commercial,Raft,Yes
2,1,26.149695149646313,22.443039022008634,17.81278117026146,0.0,268.7731746032145,377.41953154554255,373.7869575758605,379.70545722582705,182.10552739507577,Kwara,Commercial,Raft,Yes
3,2,26.907294040075453,23.879048385077464,27.566778864923837,0.0,244.69636075801526,415.6367622314759,411.311226555753,403.1828300381356,150.07835223047806,Abuja,Residential,Pad,Yes
2,1,30.89797908456445,7.515587343449022,23.816338376004126,30.590644838885783,202.89408854843802,370.90292630376274,358.47027164251875,445.1142205400316,150.24309254105503,Plateau,Residential,Wide Strip,Yes
1,2,24.018337486534048,20.240507458809365,24.666480453190868,0.0,221.9378404771614,389.03456944066704,370.4807865375206,364.80348692414356,168.72988226536737,Abuja,Residential,Pad,No
4,2,28.7274583174593,26.964239639073988,27.147341134377612,225.46351363426112,253.54924485754006,0.0,402.1756363081516,421.5183514613051,201.43858389355128,Abuja,School,Strip,Yes
1,1,6.606175174462536,23.269854591646652,28.14710347524274,1.6096507973828889,173.59245006485375,368.2253438815235,399.8226249193636,310.65104189612816,191.94412260169048,Akwa Ibom,School,Strip,Unknown
2,2,30.842216697784355,21.512673411382988,27.93923682050572,0.0,0.0,398.93595249278326,0.0,303.16372616153694,195.25965871391648,Abuja,Residential,Pad,Unknown
1,2,26.617863821932257,22.381809822899868,22.884528109964542,0.0,247.31899441166232,411.9984774540971,410.1513774746995,482.3532338810839,159.4457832403274,Abuja,Residential,Wide Strip,No
3,1,22.06351431471291,21.791272624720488,22.395909778295515,245.48387498286434,249.37502495289195,409.24648869493245,413.0985692616472,0.0,148.9766391569562,Benue,Residential,Pad,Yes
1,1,27.176009946977842,22.26302449332126,22.66317456237215,252.04084493231548,238.30270618466113,0.0,406.4016212783299,412.42219924646366,197.73571009776128,Akwa Ibom,Commercial,Pad,No
2,2,27.739529391124663,22.883604844213686,25.414665897353366,225.91659888764488,263.96683031683364,409.97497172189736,0.0,414.33023346615994,193.6984132699843,Abuja,Residential,Pad,Yes
1,1,28.717650110978013,21.43204086242631,26.275926344080286,0.0,218.68965100656834,0.0,365.17361820485894,0.0,186.96584181566962,Plateau,Residential,Pad,No
1,1,23.81550646823072,22.998370496195786,27.239646225618436,0.0,0.0,409.3196582893597,0.0,414.17965685241285,208.39260661863833,Benue,Residential,Strip,Yes
1,2,27.148706601183733,22.273718739091752,23.866690772052188,253.44403989494032,244.0516197885904,409.80297829057935,413.27923885969597,413.04968418243334,251.88786621004346,Abuja,Residential,Pad,Yes
2,1,24.862960474857623,21.917846418854865,29.469739485686357,12.537335611938644,-1.2673505067186592,0.0,0.0,0.0,193.24674331405294,Kwara,Residential,Pad,Unknown
1,1,22.72892627285794,22.809031567924187,23.59852474420382,255.15884026751817,243.2651701098887,411.2774907047007,409.9854187162556,406.18042161054615,243.51398147687587,Benue,Commercial,Strip,Yes
2,2,31.16709019802666,20.668168912191216,26.895985832205728,92.589242076832,4.191819145144474,356.12525214543297,0.0,343.87288155400313,158.44245185721138,Abuja,School,Pad,No
1,2,30.962034569874024,23.272313409361647,34.044497959478065,453.35840145777337,211.8852504702672,0.0,0.0,0.0,193.26994240808386,Abuja,Residential,Pad,Yes
2,2,23.125876933687557,22.43150966296488,22.734625210796615,239.83991021034876,257.09362838821613,401.8064117297094,564.1679662214269,409.71643183634524,244.3231907041795,Abuja,Residential,Raft,Yes
1,2,21.9399058340267,22.0319073612385,22.130008173208466,55.792870468562676,220.58280417530818,358.9363341397846,0.0,0.0,188.67068808407208,Abuja,Residential,Pad,No
4,1,24.397756180092937,22.825324358066084,23.74545881055871,261.8362017502367,0.0,409.2670269925961,411.00657579904686,0.0,200.69785443832262,Kwara,Residential,Pad,Yes
2,2,27.764108014519724,18.842103490343096,17.887329208615753,0.0,239.8632310645295,0.0,515.3641579874673,336.55719787208585,182.66527233324547,Abuja,Commercial,Pad,Unknown
2,2,22.224129798201787,21.989833188384146,22.628807401972654,247.05281735233515,239.37853499523936,0.0,410.2396061322728,0.0,165.69469446457086,Abuja,School,Pad,Yes
1,2,29.257378200170514,20.57213606929718,16.6083815929603,0.0,0.0,0.0,0.0,0.0,146.906412164885,Abuja,Commercial,Strip,No
1,1,27.590513680288137,23.160129091490234,22.396783828004867,236.5391730394627,236.98092151698302,0.0,415.8223084265071,404.1508924115295,155.5619683003572,Plateau,School,Pad,Yes
2,2,25.19907586537891,18.303876546879163,24.821409897702786,62.147828473387044,0.0,362.1460233382214,0.0,352.9717649816136,249.82832460716926,Abuja,Residential,Pad,No
4,2,27.645091319087328,24.524136594463933,27.68097231441983,348.6014199108623,240.7053907000623,409.68351542296244,0.0,420.2413163182301,209.7846421323134,Abuja,Residential,Pad,Yes
2,2,27.042792258011115,26.491043341132567,26.92822373320301,53.59572557090502,66.53272445227529,0.0,360.2508225424501,329.35331024984316,252.0740708040341,Abuja,Residential,Pad,Unknown
2,2,26.125726031499106,8.572560371055422,26.58667788105634,0.0,170.03807263906492,524.8846788988034,0.0,0.0,177.84400753841524,Abuja,Commercial,Pad,Yes
2,2,27.218557942161407,27.654069991733046,27.131724177412508,244.6596030291391,0.0,408.80104988238486,0.0,411.89869635401436,225.6421497808487,Abuja,Residential,Pad,No
2,2,27.830706820401346,23.45214067778772,25.86293765908102,243.5806583495942,0.0,406.78183741375966,535.4626559460648,409.1496296579834,248.92606271184823,Abuja,Residential,Pad,Yes
1,2,23.936967343907288,7.332025484910025,26.23165758195322,40.14019964626173,0.0,0.0,0.0,0.0,249.6299070667875,Abuja,Commercial,Pad,Unknown
3,2,22.88778732293018,22.4369140936934,23.75612639670502,0.0,0.0,0.0,0.0,0.0,215.95582479648226,Abuja,Residential,Pad,Yes
2,2,26.896886456878264,19.08953586174409,29.925065065047477,55.890563128766104,213.33421253182857,372.6217140844108,0.0,388.79390683260965,199.21317609887475,Abuja,Residential,Pad,No
1,2,27.214252903472094,23.004307730861356,24.58097259726443,263.77631706625607,246.17746283529812,408.74719347333223,411.2236583294224,404.3056306617437,166.60649279025898,Abuja,Commercial,Pad,Yes
1,2,24.138883706587315,22.63193912803283,25.20960936134333,0.0,0.0,409.7010095096256,408.1939873628192,416.2442051662666,210.29625991259323,Abuja,Commercial,Pad,Yes
2,1,23.53858188545051,17.907448280556668,21.951430411202026,0.0,198.04861802893586,0.0,358.3570260173558,334.6141694497867,198.22028125783615,Akwa Ibom,Residential,Pad,Yes
3,2,30.30624605122022,30.881771921831053,20.513518680393883,0.0,238.33599243415324,370.6990917240489,0.0,0.0,153.40169222375084,Abuja,Church,Strip,Yes
2,3,30.810421811498532,26.92141044551429,27.93509266298213,11.327624348976329,0.0,0.0,363.9097839344195,305.0585075768328,190.6148398848373,Lagos,Commercial,Raft,No
4,1,30.63900354008204,20.05372071229819,21.86916575273663,0.0,204.19187496891598,383.5442905762293,394.972546791029,0.0,169.02072571831158,Plateau,Commercial,Pad,Yes
2,2,25.688789715098828,22.827503820690886,24.53028319062545,0.0,260.39221725128476,399.787819340069,411.542100610958,418.0125622327443,197.96922365704208,Abuja,Residential,Pad,Yes
6,2,26.537097383885595,26.81261278857274,25.460295637318797,6.102050262144303,200.68675196018447,0.0,353.4561258219246,324.330799858144,151.6458314159201,Abuja,Residential,Pad,Yes
1,2,30.03577073148702,27.93738481515896,23.202429544658877,0.0,11.060965411759902,370.1313479865381,0.0,0.0,237.1336956443648,Abuja,Commercial,Strip,No
2,1,30.943127777973505,22.30957653029025,22.65125915030371,0.0,197.2597006934747,0.0,0.0,0.0,183.97466739903368,Plateau,Commercial,Pad,Unknown
4,2,23.540154325903146,25.83347642213874,28.719548335525687,293.5599084571766,0.0,351.85858447537623,366.0338459460926,324.1487657422308,244.6343261900953,Abuja,School,Pad,Unknown
2,1,24.560669292811816,22.32861781511235,27.78763949430598,238.44860731839907,251.99318392578408,0.0,405.41639391482954,421.95564725947713,245.80125191928175,Kwara,Residential,Pad,Yes
3,1,26.43727773063199,21.353920543428476,17.095239123328124,7.003792240000541,254.56717457053676,360.40482224710763,351.52187356902743,344.26025343770334,191.42679773014314,Akwa Ibom,Church,Pad,Unknown
1,2,23.588078894543646,22.93928459794502,23.7080654998427,76.21040680874157,225.72024586708991,389.73251609968736,530.4871080779452,0.0,205.03766436997034,Abuja,Church,Pad,Unknown
3,1,18.531995054803854,23.51978202664204,29.10737541679288,0.0,0.0,0.0,0.0,1.260322248292025,153.2829940732551,Benue,Residential,Pad,Unknown
1,1,23.688674744068148,22.115018627898586,25.352448861610036,0.0,158.16477165049443,371.41965308278753,409.93495248791925,346.51434095657396,153.14352598778234,Plateau,Commercial,Strip,Unknown
1,2,26.11475153605646,22.10216556879615,26.510102032916663,0.0,0.0,370.04558213191547,354.92167606133023,155.72838940688462,174.86299183875883,Abuja,Residential,Pad,Unknown
2,1,21.75377330636136,23.398211375903212,9.038685568555078,60.49495343262678,186.84106640627658,392.5009515070607,359.18641253472896,398.26754626526036,150.08295524171322,Kwara,Commercial,Pad,Yes
2,2,27.498340403246768,8.265973365108342,20.30285209023892,7.21636743345292,222.18037244820653,0.0,0.0,0.0,232.8924872819612,Abuja,Commercial,Pad,Unknown
2,1,27.80317059285801,21.94577423336988,27.86568648580669,0.0,246.50720846864442,411.02505853079333,0.0,401.1541449562509,185.66066152178612,Benue,Commercial,Raft,Yes
2,1,26.396639355448382,23.125132239132174,25.95078678392502,46.19676158355865,5.338579972517148,0.0,365.6444293864691,359.26797261620845,154.46292520660413,Benue,Commercial,Pad,No
2,2,26.992329202664763,25.35331746378686,25.927217982128603,0.0,240.67124526181712,416.8410402390798,413.82521373504596,424.3560155700211,204.31626904283672,Abuja,Residential,Pad,Yes
1,2,26.448566153383506,23.736306186852218,26.885077115607206,57.6800530634988,225.71673801657116,371.47111062438285,451.6451669921423,0.0,237.88345677648616,Abuja,Residential,Pad,Unknown
3,3,20.874301710593883,20.88003532077018,23.79403452305628,-5.621018664248333,-5.61848858110126,379.16561835536083,363.4340634852064,0.0,167.50764458015485,Lagos,Commercial,Pad,Yes
1,1,28.464551737067342,27.21390542121023,26.582095511090085,465.5836740254399,0.0,0.0,359.84988133002173,402.17455897176575,162.20843026609597,Plateau,Residential,Strip,Unknown
4,2,25.698204454875007,22.3406552542524,21.857512476892172,0.0,249.36391764430147,410.8718001505177,402.91496718011985,405.9074227226438,155.83976208604685,Abuja,Residential,Pad,Yes
1,1,26.181243325334478,30.468308573708082,28.81046694273635,448.73688388801014,213.65492981868707,377.5179245573016,351.579552701116,0.0,208.29421339360894,Benue,Residential,Pad,No
2,1,24.019231490956027,8.567111969017972,42.37752389797162,76.74205589605128,-3.1910618124572268,0.0,0.0,0.0,191.5919896262915,Plateau,Commercial,Raft,Yes
1,2,25.98858534284746,22.494915756164712,25.298358334078767,250.21069158957155,0.0,0.0,405.2447567330394,0.0,176.12048583817264,Abuja,Residential,Pad,Yes
5,1,23.973355686463208,19.48627099290374,14.342983543810057,10.963111783977043,247.81743282971627,383.8969908499002,0.0,302.9326129782177,178.2441684566571,Plateau,Residential,Strip,Unknown
1,2,26.030020597607265,22.86437809493523,24.786324324674908,246.98097867705337,250.08807340819206,409.9874409445837,411.2752192936223,392.75645762684076,250.99763715475203,Abuja,Residential,Pad,Yes
2,2,27.114297013012376,24.332483148660636,25.96551032603666,0.0,234.71621236360335,0.0,415.92535920164664,406.26547186242357,237.63956818001319,Abuja,Residential,Pad,Yes
2,2,26.5207384179931,21.011210980133246,23.51863114391298,-8.206440673778479,221.29323781330731,378.84006607287245,465.22874862884515,337.55161038393663,207.65019293495814,Abuja,Residential,Pad,Unknown
2,2,27.596395144750993,23.10858933982142,27.471575541614097,0.0,243.07983735363985,407.1265891041982,405.25248279343805,410.8279849425212,250.3160408469485,Abuja,Residential,Pad,Yes
4,1,22.667459124241446,20.94752800090481,23.80019989946593,49.6241227947478,226.30089106059492,386.6955682339724,0.0,0.0,169.29324159515096,Kwara,Commercial,Pad,Yes
2,3,30.188584142764853,21.631843070842354,26.814421942073025,0.0,208.02915439926443,387.98334569461014,0.0,0.0,227.97469895573764,Lagos,Commercial,Raft,Yes
1,2,27.24064244008279,22.37214223347746,25.1145112208198,257.21739807015643,0.0,0.0,0.0,408.388354602162,212.35308981740306,Abuja,Residential,Pad,No
2,2,27.399434206367804,22.507822567793983,23.612026780672743,271.44308409778847,250.26457025597782,0.0,403.2657045665928,404.40545913960864,221.690322608511,Abuja,Residential,Pad,No
1,2,29.359550881188106,21.17098123901683,25.384576896964056,44.08570200108343,237.92670579885208,382.17935131301886,346.620106770601,462.928620595673,212.16974217108077,Abuja,Residential,Pad,Unknown
2,1,26.445066095374496,8.37053321143687,26.26188209716946,0.0,0.0,380.33364483619613,352.48905419043206,0.0,207.45027652408965,Akwa Ibom,Residential,Pad,Unknown
1,1,28.788253861317873,23.426130795866825,22.099663503912947,56.031037512856486,186.7239622381255,0.0,494.0889307186271,391.9258215266933,179.07611912293166,Plateau,School,Strip,Yes
1,1,25.558426724668244,24.98400478033195,26.79248555400795,0.0,256.8746449624475,413.929328848435,0.0,406.8619036207418,198.25411845050832,Benue,Commercial,Pad,Yes
2,2,23.532417961163826,22.919018734348008,22.14035752052653,0.0,313.39036944927585,0.0,0.0,413.11322305448294,176.9314334031368,Abuja,Residential,Pad,No
2,2,21.51004938620133,17.68412382062985,18.358653965836947,235.44954507832568,0.0,412.63695975912174,414.30885694107155,395.00883365487067,183.7946807884209,Abuja,School,Pad,Yes
